No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,Encryption Type,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation
178,Hariman Parrot,443.8,448.8,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
179,Downing Tri-Stat,448.05,443.05,D-Digital,High,12.5K,Off,Off,Tri-State Local2,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
180,Downing NA,448.05,443.05,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
181,Downing Local,448.05,443.05,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
182,Downing Tac 1,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC 1,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
183,Downing TAC 2,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC 2,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
184,Downing TAC 3,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC 3,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
185,Downing TAC310,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
186,Downing TAC311,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
187,Downing TAC312,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC312,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
188,Downing TAC 317,448.05,443.05,D-Digital,High,12.5K,Off,Off,TAC 317,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
189,Downing NJ-State,448.05,443.05,D-Digital,High,12.5K,Off,Off,NJ-State,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
190,Downing NY SW,448.05,443.05,D-Digital,High,12.5K,Off,Off,NY SW,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
191,Downing PA-State,448.05,443.05,D-Digital,High,12.5K,Off,Off,PA-State,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
192,Downing NorthEas,448.05,443.05,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
193,Downing SouthEas,448.05,443.05,D-Digital,High,12.5K,Off,Off,South East,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
194,Downing BM-3100,448.05,443.05,D-Digital,High,12.5K,Off,Off,BM-3100,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
195,Downing FirstCoa,448.05,443.05,D-Digital,High,12.5K,Off,Off,BM-First-Coast,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
196,Downing SE FL,448.05,443.05,D-Digital,High,12.5K,Off,Off,South-East-FL,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
197,Downing Parrot,448.05,443.05,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
198,Scrantn Tri-Stat,441.35,446.35,D-Digital,High,12.5K,Off,Off,Tri-State Local2,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
199,Scrantn NA,441.35,446.35,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
200,Scrantn Local,441.35,446.35,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
201,Scrantn Tac 1,441.35,446.35,D-Digital,High,12.5K,Off,Off,TAC 1,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
202,Scrantn TAC 2,441.35,446.35,D-Digital,High,12.5K,Off,Off,TAC 2,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
203,Scrantn TAC 3,441.35,446.35,D-Digital,High,12.5K,Off,Off,TAC 3,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
204,Scrantn TAC310,441.35,446.35,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Same Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,On,Normal Encryption,Off,On,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off
